,box_name,channel_name,time,value,label
255,Box0,B,2020-06-13 21:48:14,321.0,T
256,Box0,Audio,2020-06-13 21:48:14,0.19,T
257,Box0,PIR,2020-06-13 21:48:14,1.0,T
258,Box0,Color Temp (K),2020-06-13 21:48:14,3544.0,T
259,Box0,C,2020-06-13 21:48:14,1289.0,T
260,Box0,Magnet Z,2020-06-13 21:48:14,-73.87,T
261,Box0,Pressure,2020-06-13 21:48:14,1019.359,T
262,Box0,Magnet Y,2020-06-13 21:48:14,21.687,T
263,Box0,Magnet X,2020-06-13 21:48:14,45.687,T
264,Box0,Accel Z,2020-06-13 21:48:14,9.85,T
265,Box0,Temperature,2020-06-13 21:48:14,23.44,T
266,Box0,Accel X,2020-06-13 21:48:14,0.21,T
267,Box0,Humidity,2020-06-13 21:48:14,34.062,T
268,Box0,Approx. Altitude,2020-06-13 21:48:14,-50.737,T
269,Box0,Accel Y,2020-06-13 21:48:14,-0.86,T
270,Box0,PIR,2020-06-13 21:48:15,1.0,T
271,Box0,Audio,2020-06-13 21:48:15,0.249,T
272,Box0,Color Temp (K),2020-06-13 21:48:15,3540.0,T
273,Box0,Lumosity,2020-06-13 21:48:15,202.0,T
274,Box0,R,2020-06-13 21:48:15,569.0,T
275,Box0,G,2020-06-13 21:48:15,394.0,T
276,Box0,C,2020-06-13 21:48:15,1290.0,T
277,Box0,B,2020-06-13 21:48:15,321.0,T
278,Box0,Magnet Z,2020-06-13 21:48:15,-73.19,T
279,Box0,Pressure,2020-06-13 21:48:15,1019.41,T
280,Box0,Magnet Y,2020-06-13 21:48:15,22.375,T
281,Box0,Magnet X,2020-06-13 21:48:15,46.062,T
282,Box0,Accel Z,2020-06-13 21:48:15,9.9,T
283,Box0,Temperature,2020-06-13 21:48:15,23.44,T
284,Box0,Accel X,2020-06-13 21:48:15,0.19,T
285,Box0,Humidity,2020-06-13 21:48:15,34.062,T
286,Box0,Approx. Altitude,2020-06-13 21:48:15,-51.16,T
287,Box0,Accel Y,2020-06-13 21:48:15,-0.86,T
288,Box0,PIR,2020-06-13 21:48:16,1.0,T
289,Box0,Audio,2020-06-13 21:48:16,0.21,T
290,Box0,Color Temp (K),2020-06-13 21:48:16,3544.0,T
291,Box0,Lumosity,2020-06-13 21:48:16,200.0,T
292,Box0,R,2020-06-13 21:48:16,568.0,T
293,Box0,G,2020-06-13 21:48:16,393.0,T
294,Box0,B,2020-06-13 21:48:16,321.0,T
295,Box0,C,2020-06-13 21:48:16,1289.0,T
296,Box0,Temperature,2020-06-13 21:48:16,23.44,T
297,Box0,Approx. Altitude,2020-06-13 21:48:16,-51.091,T
298,Box0,Magnet Z,2020-06-13 21:48:16,-73.87,T
299,Box0,Magnet Y,2020-06-13 21:48:16,21.687,T
300,Box0,Magnet X,2020-06-13 21:48:16,46.375,T
301,Box0,Pressure,2020-06-13 21:48:16,1019.402,T
302,Box0,Accel Y,2020-06-13 21:48:16,-0.88,T
303,Box0,Accel X,2020-06-13 21:48:16,0.21,T
304,Box0,Humidity,2020-06-13 21:48:16,34.062,T
305,Box0,Accel Z,2020-06-13 21:48:16,9.91,T
306,Box0,C,2020-06-13 21:48:17,1289.0,T
307,Box0,Audio,2020-06-13 21:48:17,0.205,T
308,Box0,Color Temp (K),2020-06-13 21:48:17,3544.0,T
